scoringAiId,requestNo,contentsName,artistName,dContentsName,dArtistName,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,clubDamCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoTray,requestNoChapter,fadeout,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,spare1,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,timing,longtoneSkill,vibratoSkill,vibratoType,vibratoTotalSecond,vibratoCount,accentCount,hammeringOnCount,edgeVoiceCount,hiccupCount,aiSensitivityMeterAdd,aiSensitivityMeterDeduct,aiSensitivityPoints,aiSensitivityBonus,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,spare2,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,maxTotalPoints,scoringDateTime,aiSensitivityGraphAddPointsSection01,aiSensitivityGraphAddPointsSection02,aiSensitivityGraphAddPointsSection03,aiSensitivityGraphAddPointsSection04,aiSensitivityGraphAddPointsSection05,aiSensitivityGraphAddPointsSection06,aiSensitivityGraphAddPointsSection07,aiSensitivityGraphAddPointsSection08,aiSensitivityGraphAddPointsSection09,aiSensitivityGraphAddPointsSection10,aiSensitivityGraphAddPointsSection11,aiSensitivityGraphAddPointsSection12,aiSensitivityGraphAddPointsSection13,aiSensitivityGraphAddPointsSection14,aiSensitivityGraphAddPointsSection15,aiSensitivityGraphAddPointsSection16,aiSensitivityGraphAddPointsSection17,aiSensitivityGraphAddPointsSection18,aiSensitivityGraphAddPointsSection19,aiSensitivityGraphAddPointsSection20,aiSensitivityGraphAddPointsSection21,aiSensitivityGraphAddPointsSection22,aiSensitivityGraphAddPointsSection23,aiSensitivityGraphAddPointsSection24,aiSensitivityGraphDeductPointsSection01,aiSensitivityGraphDeductPointsSection02,aiSensitivityGraphDeductPointsSection03,aiSensitivityGraphDeductPointsSection04,aiSensitivityGraphDeductPointsSection05,aiSensitivityGraphDeductPointsSection06,aiSensitivityGraphDeductPointsSection07,aiSensitivityGraphDeductPointsSection08,aiSensitivityGraphDeductPointsSection09,aiSensitivityGraphDeductPointsSection10,aiSensitivityGraphDeductPointsSection11,aiSensitivityGraphDeductPointsSection12,aiSensitivityGraphDeductPointsSection13,aiSensitivityGraphDeductPointsSection14,aiSensitivityGraphDeductPointsSection15,aiSensitivityGraphDeductPointsSection16,aiSensitivityGraphDeductPointsSection17,aiSensitivityGraphDeductPointsSection18,aiSensitivityGraphDeductPointsSection19,aiSensitivityGraphDeductPointsSection20,aiSensitivityGraphDeductPointsSection21,aiSensitivityGraphDeductPointsSection22,aiSensitivityGraphDeductPointsSection23,aiSensitivityGraphDeductPointsSection24,aiSensitivityGraphIndexSection01,aiSensitivityGraphIndexSection02,aiSensitivityGraphIndexSection03,aiSensitivityGraphIndexSection04,aiSensitivityGraphIndexSection05,aiSensitivityGraphIndexSection06,aiSensitivityGraphIndexSection07,aiSensitivityGraphIndexSection08,aiSensitivityGraphIndexSection09,aiSensitivityGraphIndexSection10,aiSensitivityGraphIndexSection11,aiSensitivityGraphIndexSection12,aiSensitivityGraphIndexSection13,aiSensitivityGraphIndexSection14,aiSensitivityGraphIndexSection15,aiSensitivityGraphIndexSection16,aiSensitivityGraphIndexSection17,aiSensitivityGraphIndexSection18,aiSensitivityGraphIndexSection19,aiSensitivityGraphIndexSection20,aiSensitivityGraphIndexSection21,aiSensitivityGraphIndexSection22,aiSensitivityGraphIndexSection23,aiSensitivityGraphIndexSection24,favorite
"2146029","6966-95","Lovers Again","EXILE","Lovers Again","EXILE","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","6966","95","0","1301","88","78","81","87","89",,"68","54","68","54","85","28","10","1","5","7","6","1","236","60","0","0","0","0","83","3","82","5495","86549","80","66","73","73","93",,"82","98","96","85","88","96","75","94","0","96","86","84","91","82","96","88","91","0","82","81","88","95","80","82","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","93499","20250830192831","31","36","30","30","57","51","72","72","25","82","21","55","67","40","75","100","41","25","90","35","80","61","73","82","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2146035","6236-62","雨のち晴レルヤ","ゆず","雨のち晴レルヤ","ゆず","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"-2","6236","62","0","3342","91","76","86","87","99",,"68","48","68","48","86","21","28","1","5","7","6","10","223","58","0","0","0","0","95","27","87","3663","83334","73","73","66","66","93",,"96","91","92","81","97","81","81","84","86","91","94","92","86","85","94","100","100","100","0","94","93","90","88","90","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","95099","20250830193947","100","56","100","52","48","82","36","0","55","73","21","77","67","48","100","21","12","12","22","70","100","100","78","33","0","25","0","0","0","0","59","0","0","0","16","0","0","0","0","0","0","0","0","0","0","74","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","0"
"2146043","5847-49","ムーンライトステーション","SEKAI NO OWARI(世界の終わり)","ムーンライトステーション","SEKAI NO OWARI(世界の終わり)","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5847","49","0","2991","86","42","69","62","92",,"72","45","72","45","95","14","11","0","5","0","7","10","78","23","0","0","0","0","72","9","70","1276","79433","73","66","60","20","93",,"89","89","94","87","82","78","87","93","85","81","82","64","86","91","92","86","86","93","100","71","85","73","86","94","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","0","20250830195124","45","51","12","41","36","65","42","22","40","62","0","51","40","21","61","31","52","12","0","21","56","12","57","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","14","0","0","0","0","11","0","0","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","0"
"2146051","1281-68","マドロミ","天音かなた・常闇トワ","マドロミ","天音かなた・常闇トワ","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1281","68","0","1771","88","64","75","93","95",,"79","57","79","57","93","15","5","1","5","9","7","13","280","64","0","0","0","0","77","9","76","2980","84964","73","66","73","80","93",,"91","88","92","88","90","84","87","87","87","73","89","84","76","86","90","95","83","97","91","95","96","85","84","90","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0","20250830200450","72","12","55","46","33","75","61","25","51","66","41","62","51","81","86","56","40","52","40","12","51","48","41","60","1","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","23","0","0","4","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2146154","1412-28","なんもない feat. 星街すいせい, sakuma.","MAISONdes","なんもない feat. 星街すいせい,sakuma.","MAISONdes","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1412","28","0","1691","86","76","62","76","80",,"74","54","69","54","69","28","5","0","4","3","6","1","91","19","0","0","0","0","71","27","65","952","85045","80","66","60","60","86",,"91","88","86","85","78","79","87","90","86","80","89","85","79","87","85","86","81","86","87","92","83","87","90","92","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","0","20250830215010","68","42","38","25","21","33","67","31","42","42","35","12","25","46","35","52","56","42","30","43","38","12","38","33","83","11","0","0","0","0","26","0","29","32","0","0","0","0","0","0","0","27","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2146160","1298-59","青春アーカイブ","hololive IDOL PROJECT","青春アーカイブ","hololive IDOL PROJECT","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1298","59","0","1691","89","50","65","77","99",,"76","58","68","58","76","47","3","0","5","3","6","4","159","42","0","0","0","0","76","8","74","1048","80794","73","66","60","53","93",,"96","78","81","84","87","93","86","86","92","85","90","91","85","90","95","91","93","95","77","94","95","76","87","92","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0","20250830215934","42","60","12","60","21","60","60","21","56","47","46","42","30","12","65","65","51","78","57","42","31","51","33","58","18","0","0","0","0","3","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","10","0","0","B'01","B'01","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2146173","1301-99","アバンチュールホリック","hololive IDOL PROJECT","アバンチュールホリック","hololive IDOL PROJECT","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1301","99","0","3611","83","0","65","87","92",,"74","62","67","62","76","42","2","0","5","6","7","13","277","61","0","0","0","0","76","3","75","1057","81492","73","66","60","66","93",,"88","89","91","97","87","86","85","86","85","96","95","66","74","66","67","88","69","80","74","84","79","87","93","100","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0","20250830220936","21","21","72","68","30","43","72","93","63","56","55","55","43","47","12","47","42","21","55","38","100","56","30","33","0","12","13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2146184","1331-59","愛包ダンスホール","HIMEHINA","愛包ダンスホール","HIMEHINA","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1331","59","0","1711","73","67","69","68","99",,"80","56","64","56","77","35","12","0","5","3","4","4","18","6","0","0","0","0","74","29","67","977","84186","73","66","66","53","93",,"82","82","91","77","69","65","78","73","82","77","69","70","73","82","49","62","60","85","73","77","56","81","63","87","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0","20250830221837","85","21","22","62","51","41","35","58","68","57","57","30","25","25","22","12","56","88","30","73","30","43","21","12","18","0","0","26","0","0","0","37","69","0","0","12","0","10","0","0","11","0","0","0","0","14","32","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2146217","5267-20","夜に駆ける","YOASOBI","夜に駆ける","YOASOBI","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5267","20","0","1771","84","35","74","72","99",,"77","55","67","55","77","75","4","0","5","2","7","13","105","25","0","0","0","0","98","28","89","1193","81957","73","73","66","53","86",,"72","72","48","92","80","91","78","82","87","86","81","75","90","85","84","91","90","83","83","86","79","88","89","80","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","92407","20250830224535","67","57","12","85","55","78","95","100","100","72","30","30","87","25","30","51","73","63","47","91","58","47","78","100","0","11","0","0","0","0","0","55","0","0","0","0","0","0","0","0","39","22","0","0","54","0","0","0","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2146232","7003-78","ヒーロー","FUNKY MONKEY BABYS","ヒーロー","FUNKY MONKEY BABYS","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","7003","78","0","2121","91","59","71","85","85",,"67","55","67","55","75","31","5","1","4","6","6","1","284","73","0","0","0","0","83","22","78","4181","86679","80","66","73","73","86",,"89","86","76","95","91","93","86","87","98","79","97","90","88","93","89","100","100","87","90","91","89","80","88","80","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","95716","20250830225715","67","57","61","73","58","46","70","33","53","43","21","57","55","52","47","65","12","87","67","42","71","63","31","77","0","0","0","8","0","0","0","0","0","0","0","0","0","45","46","0","0","0","0","1","0","0","26","42","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2146246","3328-83","TOKYO WATASHI COLLECTION","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","TOKYO WATASHI COLLECTION","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","3328","83","0","1771","85","85","62","90","99",,"73","56","66","56","76","21","3","0","5","8","6","13","73","23","0","0","0","0","65","8","63","937","85286","73","73","60","66","93",,"85","83","85","74","92","90","82","91","93","87","87","76","81","91","94","83","82","90","81","68","85","96","85","91","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0","20250830231150","37","21","12","38","38","33","42","21","12","48","51","33","21","50","25","37","12","0","30","25","21","25","46","21","0","0","0","0","6","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","6","14","3","1","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","0"
"2146253","1260-87","Palette","常闇トワ","Palette","常闇トワ","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1260","87","0","3251","89","39","73","82","93",,"76","54","76","54","94","25","6","0","5","5","6","4","216","52","0","0","0","0","77","13","74","2831","85658","73","66","66","73","93",,"96","100","92","100","91","82","90","95","100","96","74","80","93","85","84","100","94","90","87","83","80","86","69","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","95098","20250830232013","57","73","90","21","48","67","12","12","42","100","51","42","53","52","31","12","37","25","43","71","58","42","36","22","0","0","0","0","0","9","0","0","0","10","0","0","0","0","0","0","0","0","4","0","0","0","72","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2146263","4537-80","ユメヲカケル！","スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、ウオッカ(CV.大橋彩香)、ダイワスカーレット(CV.木村千咲)、ゴールドシップ(CV.上田瞳)、メジロマックイーン(","ユメヲカケル！","スペシャルウィーク(CV.和氣あず未)、サイレンススズカ(CV.高野麻里佳)、トウカイテイオー(CV.Machico)、ウオッカ(CV.大橋彩香)、ダイワスカーレット(CV.木村千咲)、ゴールドシップ(CV.上田瞳)、メジロマックイーン(CV.大西沙織)","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","4537","80","0","1131","88","85","77","90","99",,"74","57","67","57","94","50","14","1","5","9","5","1","163","49","0","0","0","0","93","52","80","1102","84494","73","73","66","66","93",,"86","100","95","91","90","92","97","93","83","88","86","89","80","93","85","94","88","89","86","88","76","91","84","89","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94208","20250830232845","100","12","60","42","77","67","51","33","12","51","60","53","100","63","30","12","65","63","55","90","91","51","63","81","28","0","62","42","25","0","0","0","0","99","0","0","3","52","6","0","0","2","0","0","1","0","3","28","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2146269","1276-67","みちづれ","星街すいせい","みちづれ","星街すいせい","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1276","67","0","3361","83","75","73","90","96",,"77","54","75","54","87","34","5","0","5","9","5","10","55","14","0","0","0","0","76","16","74","2308","81566","73","66","66","60","93",,"86","82","89","88","100","65","77","80","84","77","100","82","65","83","90","90","79","87","69","88","82","95","77","75","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","91358","20250830233736","68","56","33","72","43","50","48","33","56","47","12","0","37","40","67","87","50","33","21","38","47","12","57","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","63","0","46","0","0","0","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2146272","7655-48","アイデンティティ","Kanaria feat. GUMI×初音ミク","アイデンティティ","Kanaria feat. GUMI×初音ミク","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","7655","48","0","2231","88","30","66","76","90",,"79","57","67","57","92","25","1","0","5","4","6","4","51","15","0","0","0","0","66","24","61","1772","84402","80","66","53","46","86",,"80","87","100","93","89","79","82","89","96","92","77","96","92","84","92","90","97","92","86","84","80","82","85","88","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","0","20250830234455","46","25","63","33","42","38","33","12","42","42","21","0","21","12","21","42","30","21","30","12","30","12","30","48","0","0","100","0","0","0","0","0","0","20","0","0","0","0","0","0","36","0","0","0","0","0","0","3","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'10","B'10","0"
"2146282","4826-16","東京サマーセッション feat.CHiCO","HoneyWorks","東京サマーセッション feat.CHiCO","HoneyWorks","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","4826","16","0","3611","81","70","65","90","84",,"79","58","76","58","84","24","1","1","4","9","5","4","78","21","0","0","0","0","68","9","67","2599","82591","73","66","66","53","93",,"88","100","82","86","78","85","72","78","87","81","84","87","75","75","83","71","80","86","83","76","82","92","76","90","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","0","20250830235215","40","12","12","81","52","55","12","58","12","21","0","46","22","75","31","21","31","12","51","25","12","80","33","22","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","0"
"2146287","5687-47","春夏秋冬","Hilcrhyme(ヒルクライム)","春夏秋冬","Hilcrhyme(ヒルクライム)","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","5687","47","0","3611","80","41","84","74","94",,"67","47","67","47","83","32","17","0","5","3","6","4","190","51","0","0","0","0","92","40","80","3598","83298","73","60","73","60","93",,"83","77","80","72","86","93","92","77","61","77","84","74","83","91","85","56","57","72","65","88","92","88","89","92","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0","20250831000127","68","90","67","38","65","81","43","63","88","35","47","33","43","90","76","51","72","62","85","80","88","46","47","83","0","46","26","0","0","0","0","0","0","0","7","0","49","0","7","7","35","0","46","19","0","0","1","59","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2146291","1276-62","ソワレ","星街すいせい","ソワレ","星街すいせい","AT030742","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1276","62","0","1571","84","80","76","91","97",,"76","51","76","52","88","40","7","0","5","8","7","1","141","30","0","0","0","0","84","34","76","2590","82984","73","73","66","66","93",,"84","91","87","83","85","85","80","100","81","86","85","86","80","83","85","84","100","79","82","91","87","81","84","79","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","92671","20250831001210","93","31","65","73","52","85","52","12","100","42","65","53","81","40","30","21","12","52","30","31","75","75","48","31","0","0","19","0","0","0","47","0","0","0","0","0","0","0","0","73","0","0","0","10","0","100","0","0","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","0"
"2197907","1364-38","花の塔","さユり","花の塔","さユり","AT014047","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1364","38","0","981","76","83","18","94","96",,"76","55","71","55","26","9","14","0","6","9","7","1","173","35","0","0","0","0","48","0","48","784","83391","73","66","66","73","93",,"60","68","97","82","84","85","89","71","58","67","69","74","75","86","84","80","41","70","85","91","96","86","81","82","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","95235","20251003160855","0","12","12","12","12","12","12","12","0","12","12","12","12","12","12","12","0","12","12","12","12","12","12","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
"2197917","4739-29","ALIVE","ClariS","ALIVE","ClariS","AT014047","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","4739","29","0","3001","83","84","15","90","98",,"73","58","71","58","22","11","14","0","5","7","8","1","106","19","0","0","0","0","50","0","50","800","85995","80","73","66","66","93",,"92","100","77","85","87","82","80","90","83","100","79","77","78","89","81","70","80","79","85","93","86","84","90","95","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'00","B'10","B'10","B'10","B'10","95625","20251003161359","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'00","B'10","B'10","B'10","B'10","0"
"2197988","1364-38","花の塔","さユり","花の塔","さユり","AT014047","A00001",,,,"ODAwMDA5NDE3NjQyOTY2","1",,"0","1364","38","0","3701","88","60","70","89","99",,"76","55","73","55","75","22","22","0","5","6","7","13","271","65","0","0","0","0","79","2","78","2008","83391","73","66","66","73","93",,"85","87","92","81","97","93","90","20","90","80","88","86","90","86","87","81","91","90","94","91","90","81","91","84","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","95235","20251003164621","47","40","72","76","38","51","43","12","21","33","61","70","68","52","72","21","12","31","60","56","81","60","56","72","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0"
