scoringDxgId,requestNo,contentsName,artistName,dContentsName,dArtistName,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,clubDamCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoChapter,requestNoTray,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,vibratoCount,timing,longtoneSkill,vibratoSkill,vibratoType,vibratoTotalSecond,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,lastTotalPoints,scoringDateTime,expressionGraphPointsSection01,expressionGraphPointsSection02,expressionGraphPointsSection03,expressionGraphPointsSection04,expressionGraphPointsSection05,expressionGraphPointsSection06,expressionGraphPointsSection07,expressionGraphPointsSection08,expressionGraphPointsSection09,expressionGraphPointsSection10,expressionGraphPointsSection11,expressionGraphPointsSection12,expressionGraphPointsSection13,expressionGraphPointsSection14,expressionGraphPointsSection15,expressionGraphPointsSection16,expressionGraphPointsSection17,expressionGraphPointsSection18,expressionGraphPointsSection19,expressionGraphPointsSection20,expressionGraphPointsSection21,expressionGraphPointsSection22,expressionGraphPointsSection23,expressionGraphPointsSection24,expressionGraphIndexSection01,expressionGraphIndexSection02,expressionGraphIndexSection03,expressionGraphIndexSection04,expressionGraphIndexSection05,expressionGraphIndexSection06,expressionGraphIndexSection07,expressionGraphIndexSection08,expressionGraphIndexSection09,expressionGraphIndexSection10,expressionGraphIndexSection11,expressionGraphIndexSection12,expressionGraphIndexSection13,expressionGraphIndexSection14,expressionGraphIndexSection15,expressionGraphIndexSection16,expressionGraphIndexSection17,expressionGraphIndexSection18,expressionGraphIndexSection19,expressionGraphIndexSection20,expressionGraphIndexSection21,expressionGraphIndexSection22,expressionGraphIndexSection23,expressionGraphIndexSection24,bonusType,bonusPoint,favorite
"102289655","1260-88","FACT","常闇トワ","FACT","常闇トワ","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","88","1260","881","83","65","81","85","99","73","54","73","54","58","18","20","2","16","5","7","6","10","72","80386","74","67","74","60","95","87","0","0","93","86","83","94","72","81","0","0","90","82","82","81","82","80","0","86","88","80","78","81","90","1","0","0","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","1","1","2","2","2","2","0","20240510183122","55","0","0","35","46","51","57","89","77","0","0","69","69","61","80","76","76","0","76","65","91","85","80","72","1","0","0","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","1","1","2","2","2","2","1","839","0"
"102289660","1260-88","FACT","常闇トワ","FACT","常闇トワ","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","88","1260","2481","82","68","69","88","98","73","54","73","54","44","17","27","4","10","5","8","5","10","52","80386","74","67","74","60","95","78","0","0","93","86","73","94","77","70","0","0","81","73","87","81","80","88","0","79","88","87","89","74","91","1","0","0","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","1","1","2","2","2","2","88595","20240510183532","49","0","0","55","43","47","56","63","55","0","0","45","70","44","66","83","74","0","57","50","52","72","61","68","1","0","0","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","1","1","2","2","2","2","1","527","0"
"102289667","4000-37","ビビデバ","星街すいせい","ビビデバ","星街すいせい","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","37","4000","2883","81","81","61","64","82","75","53","70","44","41","30","0","0","15","5","3","4","2","67","81558","74","60","74","46","81","74","81","74","84","87","82","89","78","82","80","83","76","81","85","82","82","0","0","0","79","84","81","92","80","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","0","0","0","2","2","2","2","2","87623","20240510184153","47","55","74","59","59","53","50","63","66","57","57","57","55","61","53","56","0","0","0","54","50","62","83","63","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","0","0","0","2","2","2","2","2","1","472","0"
"102289677","1287-16","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","Creepy Nuts","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","16","1287","91","82","42","63","38","88","72","45","66","55","43","36","4","1","8","5","0","5","1","33","81392","81","53","74","18","88","77","80","78","76","86","84","82","78","90","94","91","91","80","84","79","78","84","72","79","90","85","85","84","78","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","0","20240510184927","61","68","61","58","71","56","56","56","76","60","56","62","60","63","59","61","51","56","55","62","47","55","63","53","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","493","0"
"102289682","1287-16","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","Creepy Nuts","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","16","1287","3101","84","1","60","33","92","72","45","72","45","40","32","1","0","13","5","0","4","10","55","81392","81","53","74","18","88","82","82","96","84","82","84","83","83","88","77","92","84","86","86","80","86","86","76","78","81","98","97","87","90","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","83509","20240510185350","53","73","57","54","57","58","67","58","59","49","67","51","51","66","43","57","50","25","58","43","58","58","47","58","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","1007","0"
"102289694","1287-16","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","Creepy Nuts","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","16","1287","1251","82","1","60","34","89","72","45","64","45","40","44","3","2","12","5","0","4","10","46","81392","81","53","74","18","88","76","80","81","86","84","79","81","83","85","84","92","87","88","75","85","80","82","76","82","79","84","91","87","79","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","84902","20240510190717","63","51","43","57","69","55","39","55","67","73","56","67","39","41","53","66","51","57","55","53","65","57","67","58","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","583","0"
"102289698","1287-16","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","Creepy Nuts","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","16","1287","1271","83","1","61","25","91","72","45","71","53","41","36","3","0","9","5","0","3","12","34","81392","81","53","74","18","88","79","77","79","83","86","81","83","75","85","90","85","88","81","87","82","84","83","80","82","82","87","89","87","85","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","83213","20240510191110","61","56","51","61","59","84","64","59","86","68","64","67","50","60","58","60","57","53","61","60","46","54","51","53","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","1","772","0"
"102289707","4461-09","God knows...","涼宮ハルヒ(CV.平野綾)","God knows...","涼宮ハルヒ(CV.平野綾)","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","09","4461","1892","88","58","69","84","98","75","59","63","47","48","26","12","0","33","5","7","5","12","186","83882","81","67","67","67","95","96","86","94","86","94","93","90","0","0","0","82","86","88","88","84","94","94","89","89","58","78","89","92","93","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","89625","20240510191700","51","55","48","52","84","76","56","0","0","0","61","58","42","47","88","62","67","66","54","64","67","76","68","60","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1250","0"
"102289714","4461-09","God knows...","涼宮ハルヒ(CV.平野綾)","God knows...","涼宮ハルヒ(CV.平野綾)","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","09","4461","1892","92","56","59","81","98","75","59","63","47","37","16","20","1","44","5","6","5","10","239","83882","81","67","67","67","95","88","90","84","89","98","91","90","0","0","0","100","83","83","86","94","88","96","99","97","90","87","96","93","93","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","89672","20240510192225","62","55","35","48","47","56","45","0","0","0","65","57","59","51","57","52","42","49","52","49","56","64","49","55","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1454","0"
"102289720","3379-37","ソシテミンナノ","キタサンブラック(CV.矢野妃菜喜)、サトノダイヤモンド(CV.立花日菜)、サトノクラウン(CV.鈴代紗弓)、シュヴァルグラン(CV.夏吉ゆうこ)、サウンズオブアース(CV.MAKIKO)、ドゥラメンテ(CV.秋奈)","ソシテミンナノ","キタサンブラック(CV.矢野妃菜喜)、サトノダイヤモンド(CV.立花日菜)、サトノクラウン(CV.鈴代紗弓)、シュヴァルグラン(CV.夏吉ゆうこ)、サウンズオブアース(CV.MAKIKO)、ドゥラメンテ(CV.秋奈)","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","37","3379","2252","86","85","55","88","98","74","59","62","47","32","69","22","1","24","5","10","4","12","107","82936","74","74","74","60","95","79","92","92","86","83","86","92","79","87","85","84","85","92","86","89","0","0","80","82","93","76","89","85","89","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","0","0","1","1","2","2","2","2","2","91590","20240510192908","56","51","55","47","45","52","48","42","41","63","51","41","49","49","52","0","0","44","52","41","48","55","44","52","1","1","1","1","1","1","2","2","2","1","1","1","1","2","2","0","0","1","1","2","2","2","2","2","1","1158","0"
"102289730","3318-03","君の知らない物語(生音)","supercell","[生音]君の知らない物語","supercell","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","03","3318","2481","89","58","69","83","94","74","57","74","57","46","10","21","3","39","6","7","4","12","183","84179","74","74","74","67","95","96","0","90","85","80","94","100","86","89","80","89","99","96","89","82","0","0","93","74","87","84","90","88","97","1","0","1","1","1","2","2","2","1","1","2","2","2","1","1","0","0","1","1","2","2","2","2","2","90124","20240510193428","59","0","47","53","53","78","66","61","64","62","69","75","53","67","62","0","0","68","65","68","63","64","54","60","1","0","1","1","1","2","2","2","1","1","2","2","2","1","1","0","0","1","1","2","2","2","2","2","1","1284","0"
"102289738","4400-73","ふゆびより","佐々木恵梨","ふゆびより","佐々木恵梨","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","73","4400","2481","91","66","64","82","99","76","57","76","57","45","4","7","1","24","5","7","4","12","113","83302","74","74","74","74","95","63","88","95","93","95","99","93","0","80","91","94","99","94","98","100","0","0","94","95","91","91","88","91","84","1","1","1","1","2","2","2","0","1","1","1","2","2","2","2","0","0","1","1","1","2","2","2","2","87469","20240510194159","48","53","64","50","59","66","60","0","57","57","58","60","77","68","59","0","0","47","51","70","72","66","55","50","1","1","1","1","2","2","2","0","1","1","1","2","2","2","2","0","0","1","1","1","2","2","2","2","1","1433","0"
"102289743","1013-92","生命のアリア","和楽器バンド","生命のアリア","和楽器バンド","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","92","1013","411","90","54","61","91","99","76","58","62","46","41","23","6","1","38","5","9","6","11","200","84288","81","74","74","74","95","84","97","100","86","89","94","92","92","86","0","0","0","0","0","0","84","100","96","91","85","87","88","88","85","1","1","1","1","1","1","1","2","2","0","0","0","0","0","0","1","1","1","1","1","2","2","2","2","92063","20240510194727","48","60","48","68","56","50","51","59","61","0","0","0","0","0","0","62","64","58","57","49","55","61","64","52","1","1","1","1","1","1","1","2","2","0","0","0","0","0","0","1","1","1","1","1","2","2","2","2","1","1236","0"
"102289749","4000-34","Capture the Moment","hololive IDOL PROJECT","Capture the Moment","hololive IDOL PROJECT","AM105154","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","34","4000","571","87","73","63","87","96","74","53","62","44","41","23","9","2","59","6","8","5","12","258","83452","74","74","74","74","95","86","75","0","78","85","84","88","92","97","81","83","85","94","88","93","84","0","78","89","82","87","91","92","100","1","1","0","1","1","1","2","2","2","1","1","1","1","2","2","2","0","1","1","2","2","2","2","2","0","20240510195236","38","36","0","65","55","66","58","53","41","55","47","51","64","60","22","50","0","46","57","51","59","70","63","48","1","1","0","1","1","1","2","2","2","1","1","1","1","2","2","2","0","1","1","2","2","2","2","2","1","1198","0"
"102307030","6184-92","白日","King Gnu","白日","King Gnu","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","92","6184","2972","85","76","72","90","99","78","46","78","46","52","39","9","1","53","5","9","5","8","175","83368","74","74","81","67","95","80","82","92","88","88","86","82","82","0","79","73","90","87","93","87","81","0","0","85","95","85","86","85","83","1","1","1","1","1","1","2","2","0","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","0","20240605130401","50","55","67","53","73","57","82","87","0","60","54","69","65","73","74","68","0","0","57","60","74","66","73","86","1","1","1","1","1","1","2","2","0","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","1","1130","0"
"102307047","1310-61","星が泳ぐ(生音)","マカロニえんぴつ","[生音]星が泳ぐ","マカロニえんぴつ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","61","1310","2533","83","66","72","83","87","73","43","70","48","49","24","29","1","45","8","8","3","12","170","79882","74","67","81","53","88","84","89","80","80","86","82","81","0","0","88","92","91","84","69","0","0","0","90","87","94","0","88","94","90","1","1","1","1","1","2","2","0","0","1","1","2","2","2","0","0","0","1","1","1","0","1","1","1","0","20240605131623","41","57","57","56","89","83","68","0","0","65","69","76","63","71","0","0","0","55","77","68","0","87","73","69","1","1","1","1","1","2","2","0","0","1","1","2","2","2","0","0","0","1","1","1","0","1","1","1","1","925","0"
"102307055","3521-75","星が降るユメ","藍井エイル","星が降るユメ","藍井エイル","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","75","3521","2251","90","83","62","90","95","76","55","64","43","42","30","10","0","40","6","9","5","10","157","82751","74","74","74","67","95","89","79","90","90","95","93","95","98","92","88","95","94","84","89","92","0","0","90","90","94","83","91","93","94","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","0","0","1","1","2","2","2","2","2","88768","20240605132115","45","51","56","57","51","74","76","58","60","63","65","57","58","76","61","0","0","54","48","43","58","39","62","61","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","0","0","1","1","2","2","2","2","2","1","1241","0"
"102307065","5239-79","Memento","nonoc","Memento","nonoc","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","79","5239","1761","88","77","57","81","99","74","57","62","45","35","28","15","1","64","5","6","5","10","222","80223","74","74","74","60","88","75","100","87","88","92","85","97","94","83","90","86","83","97","0","95","75","84","93","89","0","91","89","95","91","1","1","1","1","1","2","2","1","1","1","1","2","2","0","1","1","1","2","2","0","2","2","2","2","0","20240605132646","60","38","42","50","53","62","55","61","40","37","50","45","49","0","39","38","39","61","47","0","54","56","53","62","1","1","1","1","1","2","2","1","1","1","1","2","2","0","1","1","1","2","2","0","2","2","2","2","1","1289","0"
"102307074","7333-23","GATE～それは暁のように～","岸田教団&THE明星ロケッツ","GATE～それは暁のように～","岸田教団&THE明星ロケッツ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","23","7333","2791","89","61","55","75","99","74","55","71","47","36","29","5","0","35","5","5","4","5","167","81673","74","67","67","60","95","91","95","88","86","89","92","0","0","0","96","93","88","87","84","85","97","0","0","0","88","93","92","92","88","1","1","1","1","2","2","0","0","0","1","1","1","1","1","2","2","0","0","0","1","1","2","2","2","0","20240605133344","35","47","58","51","59","53","0","0","0","48","52","43","43","54","48","37","0","0","0","57","48","64","46","53","1","1","1","1","2","2","0","0","0","1","1","1","1","1","2","2","0","0","0","1","1","2","2","2","1","1328","0"
"102307084","7035-93","U.S.A.","DA PUMP","U.S.A.","DA PUMP","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","93","7035","401","88","11","59","85","98","71","59","71","47","39","63","7","0","51","5","8","4","5","395","79626","74","60","74","32","95","92","85","78","95","85","90","93","86","0","0","82","84","90","91","88","88","94","90","0","0","0","86","93","89","1","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","2","2","0","0","0","2","2","2","0","20240605133831","52","74","73","49","54","61","49","58","0","0","54","42","47","48","66","59","59","50","0","0","0","52","58","60","1","1","1","1","1","2","2","2","0","0","1","1","1","1","2","2","2","2","0","0","0","2","2","2","1","1226","0"
"102307089","7654-40","神っぽいな","ピノキオピー","神っぽいな","ピノキオピー","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","40","7654","741","88","66","61","69","99","87","46","75","50","42","37","6","0","29","5","4","4","12","109","84180","81","74","74","53","95","82","85","88","89","88","90","91","89","89","91","81","82","85","90","84","94","85","95","92","88","93","94","91","93","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","1","87422","20240605134359","51","55","68","58","48","69","59","63","49","65","68","46","50","43","54","71","64","68","57","56","48","73","67","57","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1294","0"
"102307101","4400-73","ふゆびより","佐々木恵梨","ふゆびより","佐々木恵梨","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","73","4400","161","88","44","77","70","98","76","57","76","57","54","6","29","4","42","5","4","4","2","310","83388","81","74","74","74","95","98","91","100","94","77","87","92","0","83","77","91","93","83","89","74","0","0","87","67","82","100","93","90","97","1","1","1","1","2","2","2","0","1","1","1","2","2","2","2","0","0","1","1","1","2","2","2","2","89881","20240605135035","57","49","74","85","83","74","62","0","59","60","67","68","75","64","66","0","0","62","68","72","86","65","81","67","1","1","1","1","2","2","2","0","1","1","1","2","2","2","2","0","0","1","1","1","2","2","2","2","1","1296","0"
"102307110","3507-65","名前のない怪物","EGOIST","名前のない怪物","EGOIST","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","65","3507","601","84","62","81","77","95","79","55","78","46","58","32","22","3","36","6","5","4","2","171","82898","74","67","81","74","95","75","87","92","87","86","80","0","74","93","94","87","95","81","80","0","0","85","100","0","0","83","88","88","80","1","1","1","1","2","2","0","1","1","1","1","1","2","2","0","0","1","1","0","0","2","2","2","2","0","20240605135609","66","71","90","83","80","83","0","83","89","89","75","76","70","76","0","0","67","80","0","0","73","69","74","71","1","1","1","1","2","2","0","1","1","1","1","1","2","2","0","0","1","1","0","0","2","2","2","2","1","981","0"
"102307121","6236-25","表裏一体(生音)","ゆず","[生音]表裏一体","ゆず","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","25","6236","741","86","68","77","86","93","75","55","75","49","54","65","57","3","39","6","9","4","10","304","81437","74","67","74","67","95","87","89","97","93","83","85","0","0","78","82","88","87","90","73","0","0","97","72","88","0","96","82","88","85","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","0","1","1","1","0","2","2","2","2","85666","20240605140212","70","63","55","58","72","79","0","0","78","60","66","83","73","69","0","0","71","70","60","0","67","79","64","67","1","1","1","1","2","2","0","0","1","1","1","2","2","2","0","0","1","1","1","0","2","2","2","2","1","1169","0"
"102307133","4461-09","God knows...","涼宮ハルヒ(CV.平野綾)","God knows...","涼宮ハルヒ(CV.平野綾)","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","09","4461","401","87","64","79","88","99","75","59","75","59","55","17","15","8","34","5","9","5","4","151","83882","81","67","67","67","95","92","100","81","80","93","86","83","0","0","0","87","89","85","82","94","85","96","95","89","82","94","88","89","100","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","89849","20240605140847","61","57","52","73","72","71","60","0","0","0","85","88","64","85","65","60","71","69","61","60","77","82","70","81","1","1","1","1","2","2","2","0","0","0","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","1171","0"
"102307145","6442-90","菫","坂本真綾","菫","坂本真綾","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","90","6442","1891","85","58","69","82","98","74","56","74","56","48","5","8","3","40","5","8","4","2","180","84639","81","67","74","74","95","98","90","96","92","92","91","78","93","85","100","0","0","0","0","0","95","84","99","91","56","87","68","63","84","1","1","1","1","1","1","1","2","2","2","0","0","0","0","0","1","1","1","1","2","2","2","2","2","0","20240605141459","51","57","76","76","73","73","71","62","52","52","0","0","0","0","0","79","60","59","77","70","59","75","61","56","1","1","1","1","1","1","1","2","2","2","0","0","0","0","0","1","1","1","1","2","2","2","2","2","1","1190","0"
"102307157","5941-89","アイデア(ビデオクリップバージョン)(生音)","星野 源","[生音]アイデア(ビデオクリップバージョン)","星野 源","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","89","5941","1671","86","68","83","85","95","69","49","69","53","60","51","42","7","65","6","8","5","10","484","82349","74","67","81","67","95","82","80","92","94","93","89","100","0","79","79","79","89","95","0","0","81","84","70","0","78","95","90","100","94","1","1","1","2","2","2","2","0","1","1","1","2","2","0","0","1","1","1","0","2","2","2","2","2","0","20240605141959","59","60","66","67","75","80","71","0","63","71","63","77","78","0","0","78","55","52","0","81","73","79","88","81","1","1","1","2","2","2","2","0","1","1","1","2","2","0","0","1","1","1","0","2","2","2","2","2","1","1181","0"
"102307169","3914-78","I beg you","Aimer(エメ)","I beg you","Aimer(エメ)","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","78","3914","1671","90","65","81","89","99","75","58","75","46","60","23","22","1","55","5","10","4","10","202","82475","74","67","67","74","88","82","85","90","86","94","96","82","93","92","93","92","97","88","94","99","0","89","89","90","93","87","89","97","90","1","1","1","2","2","2","1","1","1","2","2","2","2","2","2","0","1","1","1","2","2","2","2","2","0","20240605142646","72","63","72","75","62","62","69","75","69","72","70","69","66","74","52","0","89","86","87","77","77","79","76","86","1","1","1","2","2","2","1","1","1","2","2","2","2","2","2","0","1","1","1","2","2","2","2","2","1","1213","0"
"102307176","3246-63","パプリカ","米津玄師","パプリカ","米津玄師","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","63","3246","582","86","74","71","88","98","71","50","71","50","50","22","22","0","40","5","8","5","5","164","75993","67","67","74","53","95","93","100","83","65","69","94","86","85","93","100","76","78","76","99","88","80","100","93","100","94","85","91","82","88","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","1","1","1","1","2","2","2","2","0","20240605143249","66","59","81","66","76","73","62","68","73","76","86","71","69","72","67","57","61","60","55","68","68","77","69","74","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","1","1","1","1","1","2","2","2","2","1","1170","0"
"102307188","3246-84","M八七(ビデオクリップバージョン)","米津玄師","M八七(ビデオクリップバージョン)","米津玄師","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","84","3246","2972","85","68","79","89","99","71","49","71","51","55","45","28","8","46","5","9","5","10","373","83602","74","67","74","67","95","86","83","94","81","93","92","85","95","0","0","80","91","91","97","89","0","85","84","90","86","80","78","76","80","1","1","1","1","1","1","2","2","0","0","1","1","1","2","2","0","1","1","1","1","2","2","2","2","0","20240605143853","90","74","79","77","65","67","67","83","0","0","65","74","77","64","75","0","65","68","65","57","75","79","71","78","1","1","1","1","1","1","2","2","0","0","1","1","1","2","2","0","1","1","1","1","2","2","2","2","1","1143","0"
"102307197","5025-99","雫","スキマスイッチ","雫","スキマスイッチ","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","99","5025","2981","90","65","75","73","96","68","52","68","52","53","24","25","0","44","6","5","4","12","133","81959","74","67","74","60","95","79","86","0","0","93","97","97","92","98","95","91","95","92","0","92","88","97","93","87","86","93","83","96","88","1","1","0","0","1","1","1","1","1","1","1","2","2","0","1","1","1","1","1","2","2","2","2","2","87062","20240605144410","47","58","0","0","57","52","66","57","64","61","69","76","67","0","61","63","73","65","67","71","72","66","82","73","1","1","0","0","1","1","1","1","1","1","1","2","2","0","1","1","1","1","1","2","2","2","2","2","1","1391","0"
"102307207","4592-58","気分上々↑↑","EIKO starring 96猫、諸葛孔明(CV:置鮎龍太郎)、KABE太人(CV:千葉翔也)、久遠七海 starring Lezel","気分上々↑↑","EIKO starring 96猫、諸葛孔明(CV:置鮎龍太郎)、KABE太人(CV:千葉翔也)、久遠七海 starring Lezel","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","58","4592","2791","87","76","62","81","99","74","50","74","51","42","40","3","0","46","5","7","4","10","144","82256","74","67","67","67","95","90","91","0","87","92","90","87","0","79","87","91","89","82","0","77","86","80","93","87","88","87","96","91","96","1","1","0","1","1","2","2","0","1","1","1","2","2","0","1","1","2","2","2","2","2","2","2","2","0","20240605145202","60","64","0","64","46","73","59","0","60","60","70","76","65","0","44","77","58","71","55","44","51","50","37","40","1","1","0","1","1","2","2","0","1","1","1","2","2","0","1","1","2","2","2","2","2","2","2","2","1","1262","0"
"102307218","2156-54","のんのん日和","宮内れんげ(小岩井ことり)、一条蛍(村川梨衣)、越谷夏海(佐倉綾音)、越谷小鞠(阿澄佳奈)","のんのん日和","宮内れんげ(小岩井ことり)、一条蛍(村川梨衣)、越谷夏海(佐倉綾音)、越谷小鞠(阿澄佳奈)","AM105093","A00001",,,"0000000000000000","ODAwMDA5NDE3NjQyOTY2","1",,"0","54","2156","411","89","75","65","86","98","74","58","74","46","43","30","13","2","35","5","8","4","10","96","83013","74","74","74","67","95","95","90","85","87","82","83","95","94","0","93","100","80","89","86","88","95","0","0","0","97","92","94","98","90","1","1","1","1","2","2","2","2","0","1","1","1","1","2","2","2","0","0","0","2","2","2","2","2","0","20240605145702","65","59","70","69","60","66","64","61","0","61","61","60","59","50","59","62","0","0","0","61","57","69","50","53","1","1","1","1","2","2","2","2","0","1","1","1","1","2","2","2","0","0","0","2","2","2","2","2","1","1233","0"
